"","Team","Competition Level","Gender Division","Competition Division","College Region","College Conference","Wins","Losses","Links","Rating"
"1","Stanford","College","Women","Division I","Southwest","NorCal DI","19","3","/teams/events/Eventteam/?TeamId=faCvEuMFy23C4G8BHhXN5bNK3vSLwrtP1rTRsReJrTw%3d",22.571084905798
"2","Texas","College","Women","Division I","South Central","Texas DI","16","3","/teams/events/Eventteam/?TeamId=u92PZuIwLDsnzZotN6V3ycmxqrItAf6ivB9wAGa5RzM%3d",17.4320856952803
"3","UCLA","College","Women","Division I","Southwest","SoCal DI","18","4","/teams/events/Eventteam/?TeamId=XuZnaetsEFfw7Mi7zx9NO3tqY2G8yPobx7r1ukbjM0s%3d",16.6441261270393
"4","Dartmouth","College","Women","Division I","New England","Greater New England DI","16","3","/teams/events/Eventteam/?TeamId=TD1wPc1I0sgrpL%2b1X4GcAfprv67kxfwMicdhFf%2bHL2w%3d",12.5180948109654
"5","California","College","Women","Division I","Southwest","NorCal DI","16","9","/teams/events/Eventteam/?TeamId=mpzN%2fVnxZJJKtfn5A4%2fFlN030n0gCr87nO55aQmvB2o%3d",10.6675983148326
"6","Tufts","College","Women","Division I","New England","Metro Boston DI","17","3","/teams/events/Eventteam/?TeamId=NPK43YoRMkOdohg3cwwhJIMAS8fQ2q5wEqfyGodWFVc%3d",10.4194197443792
"7","Virginia","College","Women","Division I","Atlantic Coast","Virginia DI","22","2","/teams/events/Eventteam/?TeamId=Pa9hSBvBGBuVddUcFODw63s9LRWMO1lvMQ44E3VerlI%3d",9.3653407360204
"8","British Columbia","College","Women","Division I","Northwest","Cascadia DI","9","4","/teams/events/Eventteam/?TeamId=NNu4QDzdxmCc84pORcnIqUnQt0yr%2fW3rDg1e7G0pCXs%3d",7.96813748968702
"9","Oregon","College","Women","Division I","Northwest","Cascadia DI","16","10","/teams/events/Eventteam/?TeamId=N%2b7PzrXcPsKTx6%2b7vdtjUbmN0frrwfDm%2fVuoS02%2f5sg%3d",7.75728897369844
"10","Pittsburgh","College","Women","Division I","Ohio Valley","Pennsylvania DI","15","5","/teams/events/Eventteam/?TeamId=5slmE1sQQsinK38zekixhdaET5Mj7TP9tXv5TPF4NSk%3d",7.2295180510509
"11","Colorado","College","Women","Division I","South Central","Rocky Mountain DI","7","10","/teams/events/Eventteam/?TeamId=gusM8XMge2EY2DPbF8NPCjtiszB7UuMTxRwXBD0dJVc%3d",5.70094767722712
"12","Notre Dame","College","Women","Division I","Great Lakes","Eastern Great Lakes DI","16","4","/teams/events/Eventteam/?TeamId=NlgGmF5%2fHFFCFk0%2bit1Df4adVSNOl1Ab%2bLRZdw5gBHw%3d",5.06337828076951
"13","Southern California","College","Women","Division I","Southwest","SoCal DI","14","9","/teams/events/Eventteam/?TeamId=kYEAvqM6osoedNBKIjIgFJ7YmKzbwypoaisrdUYJ3k0%3d",4.94528893143744
"14","Carleton College","College","Women","Division I","North Central","Western North Central DI","11","8","/teams/events/Eventteam/?TeamId=NwrqWq7T52otvyL5c9Wsgq8nWWuA6j3c9jcVFfaUhNE%3d",4.77696228996591
"15","Ohio State","College","Women","Division I","Ohio Valley","Ohio DI","15","10","/teams/events/Eventteam/?TeamId=Wmb6gNGRpntGn1S3HGYdc6MliHJ1KaUc4NkMTm%2bOadg%3d",4.40023167450478
"16","California-San Diego","College","Women","Division I","Southwest","SoCal DI","13","9","/teams/events/Eventteam/?TeamId=4cRw9FDJ9oW5ffiKGabttFznjbbxQjlkLM9CmN%2fLa7k%3d",4.34735028572251
"17","Michigan","College","Women","Division I","Great Lakes","Eastern Great Lakes DI","9","11","/teams/events/Eventteam/?TeamId=VKxIKXEDdQLYPNLiXn0FibYcbr625nQBtm2CLlApId8%3d",4.26016188527103
"18","North Carolina","College","Women","Division I","Atlantic Coast","Carolina DI","13","6","/teams/events/Eventteam/?TeamId=gUiWjT9ywZbw1fX%2fupfcfpLQtBXRn%2bkZHPLcLj%2f5g8w%3d",3.96922396240467
"19","Florida","College","Women","Division I","Southeast","Florida DI","18","10","/teams/events/Eventteam/?TeamId=o2%2bgz5kZ4fEUJVq2NBLCaNWBn6DXEl6DRUkaIPd4bqA%3d",3.0690562023219
"20","Georgetown","College","Women","Division I","Atlantic Coast","Colonial DI","20","4","/teams/events/Eventteam/?TeamId=41GYrlDvmTeKymN9bt9oThwTqkV%2bzbvS%2fyhHFluWNlE%3d",2.93212360927003
"21","Kansas","College","Women","Division I","South Central","Ozarks DI","21","6","/teams/events/Eventteam/?TeamId=SJEwN6h039xYkq571Ag%2b6CaXtiMtHuwE2RNbj4dM8jY%3d",2.88248880692462
"22","Whitman","College","Women","Division I","Northwest","Big Sky DI","9","10","/teams/events/Eventteam/?TeamId=1uJ5zDTH88%2fhgLMZuxhunRtHhOkN%2ftD5V4YVm3aQgqU%3d",2.67556564334445
"23","West Chester","College","Women","Division I","Ohio Valley","Pennsylvania DI","14","4","/teams/events/Eventteam/?TeamId=l956kZyz0JpZ5LX%2bn6e0RfghY9QIumLsK6X218BRmYM%3d",2.61842523451113
"24","California-Davis","College","Women","Division I","Southwest","NorCal DI","16","10","/teams/events/Eventteam/?TeamId=9oWJlSxruUXZ5mlv%2ffljz7%2bjIEXyOft3F3nd1xt8dRI%3d",2.49138058929958
"25","Iowa State","College","Women","Division I","North Central","Western North Central DI","14","5","/teams/events/Eventteam/?TeamId=%2brbxZekO2c0nzlhiafO3HcIDdynbCestG6MixMijxUk%3d",2.43760394691467
"26","Liberty","College","Women","Division I","Atlantic Coast","Virginia DI","15","7","/teams/events/Eventteam/?TeamId=2KtfN4%2f1SybgbVEiL4BgCHwU%2fMt6UUhr2U99VtwS8gQ%3d",2.23892182746828
"27","North Carolina-Wilmington","College","Women","Division I","Atlantic Coast","Carolina DI","14","10","/teams/events/Eventteam/?TeamId=Svc7GD5ciYxSWUqtNiL4cLKPAHwbd2oHPX7pzv67rnI%3d",2.04553806357259
"28","Cornell","College","Women","Division I","Metro East","Western NY DI","25","2","/teams/events/Eventteam/?TeamId=z3eFI7xFYmutBzFzercqYtBoddv8p8SD9xT%2fuSyenkE%3d",1.95973213038716
"29","Vermont","College","Women","Division I","New England","Greater New England DI","13","6","/teams/events/Eventteam/?TeamId=tnSj9MDVfXpvFsGoAdunXjjhz4lGWDc0MjzUbRh3n5I%3d",1.91028911241185
"30","Colorado State","College","Women","Division I","South Central","Rocky Mountain DI","16","4","/teams/events/Eventteam/?TeamId=%2bXYlWj%2fs0LB%2f7GD0pgbUG7HQuDjd0CcmTehQxIz3HFs%3d",1.7028166671875
"31","Williams","College","Women","Division III","New England","South New England DIII","16","1","/teams/events/Eventteam/?TeamId=eFylP9zG4UAbOBCLlGiSOfrJQ8A1VY8UTp8Dk72Y2Ao%3d",1.52621876347692
"32","Penn State","College","Women","Division I","Ohio Valley","Pennsylvania DI","7","10","/teams/events/Eventteam/?TeamId=orJfAYX9d9xX5aNHwn6ARbtRoljCE%2byc1OR9fWc%2bH0c%3d",1.45747630664626
"33","Chico State","College","Women","Division I","Southwest","NorCal DI","13","4","/teams/events/Eventteam/?TeamId=u62GZSQFWTchsABWE%2blS%2fvEhyhFdrsDImTA25vuNNSA%3d",1.40336447014988
"34","Boston College","College","Women","Division I","New England","Metro Boston DI","12","2","/teams/events/Eventteam/?TeamId=0DKZAY%2fClTUlcMJNV3ErO3mO58jDb9XDosf9Qieitw0%3d",1.30600824007763
"35","Minnesota","College","Women","Division I","North Central","Western North Central DI","6","7","/teams/events/Eventteam/?TeamId=8j5IDNJ2mmTGHEB4J6akgvGmZ8yE2cNy5JBF8u4xkFM%3d",1.25313105429269
"36","Georgia Tech","College","Women","Division I","Southeast","Southern Appalachian DI","11","12","/teams/events/Eventteam/?TeamId=DtIkXqr2fcyHHJBWO2ns59w6%2bSp8mxYkyTyUVOAlCu0%3d",1.18876346838945
"37","Carleton College-Eclipse","College","Women","Division III","North Central","North Central DIII","11","5","/teams/events/Eventteam/?TeamId=m1DkV3n9%2fo6kLW3AWLG7dSvPceEGoEnC07SgyHdhOK0%3d",1.11418745211738
"38","Duke","College","Women","Division I","Atlantic Coast","Carolina DI","12","2","/teams/events/Eventteam/?TeamId=H0uZQmihXxCKUXgWlkzCXx5G%2fXPHpts6WN1HLnsXyek%3d",1.09973933553238
"39","Western Washington","College","Women","Division I","Northwest","Cascadia DI","4","8","/teams/events/Eventteam/?TeamId=PUsywval7dv8Gpn8URBwtPJx0bimD74i1mIOA7RYAzU%3d",1.07199590085781
"40","North Carolina State","College","Women","Division I","Atlantic Coast","Carolina DI","12","6","/teams/events/Eventteam/?TeamId=U3CpEGnLUG%2f8JDXI0pkPpdfrjLKb%2fyp2Ee0Nh1vDQSs%3d",1.06559565531813
"41","California-Santa Barbara","College","Women","Division I","Southwest","SoCal DI","6","9","/teams/events/Eventteam/?TeamId=DJU6wjdQQDTsL30jYJPTxbDqfQKHf0CfbILG%2f2T%2bR2w%3d",1.00583942163209
"42","Cal Poly-SLO","College","Women","Division I","Southwest","SoCal DI","11","6","/teams/events/Eventteam/?TeamId=zeFWx%2f3rImfgKOs0kwsvgR2NRLIxtgYapZk6iqVi8Wo%3d",0.992536140065195
"43","Washington","College","Women","Division I","Northwest","Cascadia DI","6","13","/teams/events/Eventteam/?TeamId=IdzlN7L1l6MEgyweYTbtLfoXm5eOhDnr%2fbrKUDrh8oU%3d",0.922726554984708
"44","Kennesaw State","College","Women","Division I","Southeast","Southern Appalachian DI","11","2","/teams/events/Eventteam/?TeamId=SsDArHe7imZC0wDTMqr4zR7HCndeywtem5EJ8BadDeg%3d",0.914429971780608
"45","Colorado College","College","Women","Division I","South Central","Rocky Mountain DI","6","12","/teams/events/Eventteam/?TeamId=shxGM7ge4qsLfJqbKelBfpY9r18Q46xoRk%2fFK19%2bMTU%3d",0.88812669623439
"46","Columbia","College","Women","Division I","Metro East","Eastern Metro East DI","9","3","/teams/events/Eventteam/?TeamId=xtcmP99PffxjvtIyS%2bClt6%2fpSpsjbnF7TEqh3uZ9fhw%3d",0.842372067724368
"47","Sonoma State","College","Women","Division I","Southwest","NorCal DI","6","9","/teams/events/Eventteam/?TeamId=aPid5g7Rl4Q5qYAko8Yqlxuj4UzkDk60VNXenGREtRE%3d",0.835805125011113
"48","Portland","College","Women","Division III","Northwest","Northwest DIII","13","3","/teams/events/Eventteam/?TeamId=boldYMSHhHP%2fZnPS3hRcZoFizEykg5NrAUy8Le16Ij0%3d",0.779984760459563
"49","Florida State","College","Women","Division I","Southeast","Florida DI","14","12","/teams/events/Eventteam/?TeamId=jmdXQMKsoEqlx%2fndlWxqZBHFZdN2arSj%2f2sZBXI8DRw%3d",0.76079821086531
"50","Wisconsin","College","Women","Division I","North Central","Lake Superior DI","7","13","/teams/events/Eventteam/?TeamId=s7xC%2f2JqXAnPXLgnWZds6lD4Xh62tSZbI6PBAr2tEsk%3d",0.750699550079498
"51","Georgia","College","Women","Division I","Southeast","Southern Appalachian DI","10","11","/teams/events/Eventteam/?TeamId=bv0piAGJ2T9Ulg9%2b2sCDhNKmdutHSSEi2i%2bOOiBQi%2bQ%3d",0.612188298944017
"52","West Virginia","College","Women","Division I","Ohio Valley","Pennsylvania DI","11","1","/teams/events/Eventteam/?TeamId=UcqpwvFK6qHgsIMb1%2bQ0RQQ4t3UI0sGqH9pI2SuYtZg%3d",0.597999093728792
"53","Auburn","College","Women","Division I","Southeast","Gulf Coast DI","16","3","/teams/events/Eventteam/?TeamId=Itxp5yUgi7zE4VdHsGbImiqfb0PKZnjdDCsLW3cTj38%3d",0.583764407407303
"54","Cincinnati","College","Women","Division I","Ohio Valley","Ohio DI","8","4","/teams/events/Eventteam/?TeamId=EKcCmU1buLMPwucVJ41IhnLUPJjh4t0WpX7p780w67s%3d",0.55596947649243
"55","Delaware","College","Women","Division I","Atlantic Coast","Colonial DI","7","6","/teams/events/Eventteam/?TeamId=aLhdH%2bEG4J1Z74u6Uku9dzsribdKZiM1EWzcxU2rYYA%3d",0.550997478487276
"56","Chicago","College","Women","Division I","Great Lakes","Illinois DI","11","7","/teams/events/Eventteam/?TeamId=agCGUT6w3uLl52%2boCeMfULuFyIJNEZVN2aIIzIKG3Zg%3d",0.522157668741176
"57","Clemson","College","Women","Division I","Atlantic Coast","Carolina DI","8","9","/teams/events/Eventteam/?TeamId=A%2fGcWvr8lK3AqaY31RTjqGpSrTNEzkjXh8ouRi%2bSqEM%3d",0.502102103495352
"58","Central Florida","College","Women","Division I","Southeast","Florida DI","9","7","/teams/events/Eventteam/?TeamId=Fau2WHfLb7iXwh2CX%2fZRdzDu%2bK0SGFkO9nChSfiku38%3d",0.483136904657493
"59","Brigham Young","College","Women","Division I","Northwest","Big Sky DI","8","7","/teams/events/Eventteam/?TeamId=GyIWE10yaReEHY1YEkoUTP7LiB%2bwS%2fGAo%2bK8ykiHGeE%3d",0.449756974010428
"60","Northeastern","College","Women","Division I","New England","Metro Boston DI","6","14","/teams/events/Eventteam/?TeamId=ULMADbe8rb3kbp2F%2bq8VcYK7N3CyYNSTUrRhhBajqEI%3d",0.439843822663295
"61","South Carolina","College","Women","Division I","Atlantic Coast","Carolina DI","11","6","/teams/events/Eventteam/?TeamId=Ec801WfT2iJGXPljM5d9a1n%2fDibbrJRchytByoIGi%2b4%3d",0.431624709637171
"62","Northwestern","College","Women","Division I","Great Lakes","Illinois DI","9","10","/teams/events/Eventteam/?TeamId=uFEJJHpXo%2bfg21QK51DzML51WaHXso20o%2bnS2oItlEI%3d",0.389973633360125
"63","Bowdoin","College","Women","Division III","New England","North New England DIII","8","2","/teams/events/Eventteam/?TeamId=8wF5GL2mV8K8mXy8Et985w2ZPG%2fg6XXKx7l0kuoRxgo%3d",0.38366459526192
"64","Carnegie Mellon","College","Women","Division I","Ohio Valley","Pennsylvania DI","13","6","/teams/events/Eventteam/?TeamId=2pz1%2fq7NMIFoTZztaRm7%2fG5t3F0nBgKYyKtI%2b4WCKvU%3d",0.361089844970282
"65","Denver","College","Women","Division I","South Central","Rocky Mountain DI","13","5","/teams/events/Eventteam/?TeamId=iqD37pXMEw%2bbep2hg73k0Dmy4f%2fW8iB2A1kScChAPks%3d",0.35136326620317
"66","Victoria","College","Women","Division I","Northwest","Cascadia DI","6","8","/teams/events/Eventteam/?TeamId=UFP4dGqMw9CL%2fXnILhJSGCjhepT4PajAMtAv0G%2bHVcg%3d",0.333684864840423
"67","Maryland","College","Women","Division I","Atlantic Coast","Colonial DI","13","11","/teams/events/Eventteam/?TeamId=W1rKBAklwdksFfw8T6J9s4%2bxJKknScR1Ch%2fjCxUT3lk%3d",0.316413147311348
"68","Pennsylvania","College","Women","Division I","Ohio Valley","Pennsylvania DI","10","7","/teams/events/Eventteam/?TeamId=KsbbG3e9hjvAPR2z6FSEWQzX%2fcviJhYoJV1DW0lq8J8%3d",0.315617344694475
"69","Connecticut","College","Women","Division I","Metro East","Eastern Metro East DI","11","2","/teams/events/Eventteam/?TeamId=Bw4X5kH8%2blNFkm5DaoSpE5jxLAuEIme1R0yGOLdU40c%3d",0.315566985633997
"70","Harvard","College","Women","Division I","New England","Metro Boston DI","12","5","/teams/events/Eventteam/?TeamId=hUSGGPgTIUluMR1pCr5MFkf08km7d8twZk9M7y%2fIkXc%3d",0.310971698443742
"71","Montana","College","Women","Division I","Northwest","Big Sky DI","2","8","/teams/events/Eventteam/?TeamId=%2bquXdUAgZAajPeHi%2bR0xZ8cjX%2fbKKXJCONCoXZbka4I%3d",0.310542328806651
"72","Illinois","College","Women","Division I","Great Lakes","Illinois DI","6","7","/teams/events/Eventteam/?TeamId=JSxn5P2QdOHgK8bbGkZKmRGsGfa9vnfIpy%2bL7zmaV3Q%3d",0.309351174428293
"73","Case Western Reserve","College","Women","Division I","Ohio Valley","Ohio DI","10","2","/teams/events/Eventteam/?TeamId=kNe%2fJLR%2bW0SBoryXfzjmdrmGKfe16ctQxrfLF5S6TKE%3d",0.298239522006927
"74","Utah","College","Women","Division I","Northwest","Big Sky DI","7","7","/teams/events/Eventteam/?TeamId=m73fSOCvwN44i%2bdz5xhcrmYANr7M%2b367mEqrQV480Jw%3d",0.282229398551573
"75","Missouri State","College","Women","Division I","South Central","Ozarks DI","9","3","/teams/events/Eventteam/?TeamId=lQi4946YJw5WX0JUGsWbg7u6O1AGwvMzgWpfvN6XWtM%3d",0.277915860445172
"76","Princeton","College","Women","Division I","Metro East","Eastern Metro East DI","13","5","/teams/events/Eventteam/?TeamId=M4c6NyH72wgD7XUnMNbMsdoZ6EgQKLymSYLik7QJxSE%3d",0.272234367486892
"77","Washington University","College","Women","Division I","South Central","Ozarks DI","6","13","/teams/events/Eventteam/?TeamId=AUu2RJq%2fMZhVFRQ%2bgXi45cGambK9DC4ICUIW5EXpf9E%3d",0.270208063854897
"78","San Diego State","College","Women","Division I","Southwest","SoCal DI","6","8","/teams/events/Eventteam/?TeamId=ZX33qMLWLJpIN8Fwl2GmKbFrK9uy%2bf48Lpc5GHGCZ9o%3d",0.268383097260071
"79","Allegheny","College","Women","Division III","Ohio Valley","Pennsylvania DIII","5","6","/teams/events/Eventteam/?TeamId=GinWetxm%2fZvZ0N%2fUTK%2bWtlzBHHljo7gF5JVni%2fRSsKM%3d",0.262698456721453
"80","Puget Sound","College","Women","Division III","Northwest","Northwest DIII","8","6","/teams/events/Eventteam/?TeamId=wp3pykW%2f%2bMusNgMn%2fqmhWXbVCwKKbLZPsolU3A2HUY0%3d",0.262385069208061
"81","Truman State","College","Women","Division III","South Central","South Central DIII","14","6","/teams/events/Eventteam/?TeamId=4dGkX7XixfnEBcwY0prdutLhYCSbw4%2bsWkRMSjvap%2fQ%3d",0.252932056059071
"82","Iowa","College","Women","Division I","North Central","Western North Central DI","11","8","/teams/events/Eventteam/?TeamId=RzDNayJWB2ePNdEnK1FH06lYuuLybCNh%2fKB2mk0OzQo%3d",0.239747912247394
"83","Oregon State","College","Women","Division I","Northwest","Cascadia DI","8","3","/teams/events/Eventteam/?TeamId=ceWhAnmm9hJmU5H3pBVY9tSZB3SU0vYtVD263mLD3yo%3d",0.22264281920464
"84","Idaho","College","Women","Division I","Northwest","Big Sky DI","6","8","/teams/events/Eventteam/?TeamId=heaBQJF9A6cDlIfU2KSi7kzDoIOFWI7yo8fN1tmS6Q4%3d",0.222321487034634
"85","St Olaf","College","Women","Division III","North Central","North Central DIII","6","7","/teams/events/Eventteam/?TeamId=L%2bnaiOICsvpoS48z0cK2A4y5EqRNtneUxyv3GkY%2fTAo%3d",0.221329781575733
"86","Boise State","College","Women","Division I","Northwest","Big Sky DI","3","7","/teams/events/Eventteam/?TeamId=%2fmrjSLct5hWpusPeWOwZTJiyMEPJsnI52zcXdqr5WnE%3d",0.200686435566096
"87","Santa Clara","College","Women","Division I","Southwest","NorCal DI","5","6","/teams/events/Eventteam/?TeamId=fXsHBrvEI2JiOxJlZpAPzgDzHgT%2fRn8ozlHpu1Swu1Y%3d",0.196050548991824
"88","Indiana","College","Women","Division I","Great Lakes","Eastern Great Lakes DI","15","5","/teams/events/Eventteam/?TeamId=aAUiRYJmi6fw7gapfnv1FuUHeQxTcbKFVsaQVRX9poU%3d",0.192665631987303
"89","Vanderbilt","College","Women","Division I","Southeast","Gulf Coast DI","8","4","/teams/events/Eventteam/?TeamId=Gjdks5Kn%2fHZp8OehEx6z61TWqGyQ5vL4MZqTxqmqfac%3d",0.191052395711903
"90","Valparaiso","College","Women","Division III","Great Lakes","Great Lakes DIII","8","3","/teams/events/Eventteam/?TeamId=gvN1mHREvSjJRrohwFOoXwvSgaqraYU7eAfSOE64BMg%3d",0.187121710121813
"91","Skidmore","College","Women","Division III","Metro East","Eastern Metro East DIII","9","2","/teams/events/Eventteam/?TeamId=9g%2fJ3kuVswmmR0dJI%2byhKObxGUmF0Y8Dxy9WKYxHRdc%3d",0.185744442801882
"92","George Mason","College","Women","Division I","Atlantic Coast","Virginia DI","14","5","/teams/events/Eventteam/?TeamId=yJdYfZOkNxNg9xjDxGi2v5CRYZImONJavWr5UBkehso%3d",0.183019942926549
"93","Akron","College","Women","Division I","Ohio Valley","Ohio DI","8","4","/teams/events/Eventteam/?TeamId=b6POmTmChPnl0QrwX47ca3ZTz7NInHZIfPtXzFS7seU%3d",0.180845978241531
"94","California-Santa Cruz","College","Women","Division I","Southwest","NorCal DI","6","11","/teams/events/Eventteam/?TeamId=jaq4l3e%2bBkW1BWT%2bIp8Kiv8AHuy%2bKXIEH2llLgEF5Ys%3d",0.159624012271717
"95","American","College","Women","Division I","Atlantic Coast","Colonial DI","6","5","/teams/events/Eventteam/?TeamId=CR0FpeYVM%2bYJIcfmKkeghScWAbp9GrMeSaJoWNdSXWg%3d",0.157965642014558
"96","Emory","College","Women","Division I","Southeast","Southern Appalachian DI","8","9","/teams/events/Eventteam/?TeamId=YjH5Be5SmJItq9F6JJEz0uJmsB1dnEmdrcQeSWjuQrU%3d",0.157355367362708
"97","Massachusetts","College","Women","Division I","New England","Greater New England DI","3","8","/teams/events/Eventteam/?TeamId=%2fNwIx0WpSu9ZujXwVbVps7GeOjB1Rn8z9DGw6%2bQDga8%3d",0.15531169548063
"98","Amherst","College","Women","Division III","New England","South New England DIII","7","4","/teams/events/Eventteam/?TeamId=sZdp9PlEFWU%2frLprBgUM8B7hFFTSm3o0bW%2fPg3wr2Xw%3d",0.149672029816297
"99","Tennessee","College","Women","Division I","Southeast","Southern Appalachian DI","9","9","/teams/events/Eventteam/?TeamId=tOJG0nZoYyy9evPyp1X2K4ARJJqDEwGyV8uBP77OFxA%3d",0.147794105655935
"100","Arizona","College","Women","Division I","Southwest","Desert DI","8","8","/teams/events/Eventteam/?TeamId=GGkstaja3nRBZNrxxa4PurKWoj4KYLu5vW4yBo7AqvU%3d",0.141104968611162
"101","Brown","College","Women","Division I","New England","Greater New England DI","8","11","/teams/events/Eventteam/?TeamId=lnRQKGhhWqRexTEXdHbQUe6cnZF%2fJcwaIxUwEjNwvKE%3d",0.135524567105739
"102","Towson","College","Women","Division I","Atlantic Coast","Colonial DI","11","6","/teams/events/Eventteam/?TeamId=r%2bkga8S3ZWaK9BH7Gt%2fLJsN%2bID90K4uVopcWvNeVwJ8%3d",0.135406529326482
"103","Arizona State","College","Women","Division I","Southwest","Desert DI","6","10","/teams/events/Eventteam/?TeamId=9QmSNfSq%2fuqxIIn55N8CGSqeSki6bWQ3qBrHOaLjnYk%3d",0.123842081995293
"104","Tulane","College","Women","Division I","Southeast","Gulf Coast DI","5","8","/teams/events/Eventteam/?TeamId=2O31tH2qw7RJ%2b7Px1WgeZNK7%2bmtQkbk7T%2bkm6QvmVRg%3d",0.120066113652951
"105","James Madison","College","Women","Division I","Atlantic Coast","Virginia DI","12","6","/teams/events/Eventteam/?TeamId=WFUpgjT3pvD6aoINFhtL0TeJWbGmy3nwazzUUQCGiM4%3d",0.118132655138406
"106","Boston University","College","Women","Division I","New England","Metro Boston DI","10","4","/teams/events/Eventteam/?TeamId=WV8hpuEUdoOM%2bSCQhvx3JRA5eB6Hi%2bQh8Tg28Ooch6g%3d",0.117727660379015
"107","SUNY-Binghamton","College","Women","Division I","Metro East","Western NY DI","8","5","/teams/events/Eventteam/?TeamId=2jwCbVfS5qpHZcr1txN4VuzZUFzEnBVPZR1uEStLFkI%3d",0.116759979249751
"108","Rutgers","College","Women","Division I","Metro East","Eastern Metro East DI","9","8","/teams/events/Eventteam/?TeamId=ZZNJwc4iiudiN5Om3Ws%2beqaK4p3IhqoGVlPOM9mMNNk%3d",0.110724399218279
"109","Winona State","College","Women","Division I","North Central","Western North Central DI","7","4","/teams/events/Eventteam/?TeamId=9I5u8GMaMXrdSNJXxjjGXqJRDY%2feUJRZnqFeetZTj38%3d",0.109974777709669
"110","Lehigh","College","Women","Division III","Ohio Valley","Pennsylvania DIII","7","11","/teams/events/Eventteam/?TeamId=pQBlM8xf4PnlBhv%2bwf73CdEq63KdVknYL1%2fxfZJ2cFU%3d",0.108784139249642
"111","Claremont","College","Women","Division III","Southwest","SoCal DI","3","6","/teams/events/Eventteam/?TeamId=9C95jEk9hknjbpo9tEQnyOJW4x3j%2bAho7KYtkbMArdI%3d",0.0969695484285393
"112","Nebraska","College","Women","Division I","North Central","Western North Central DI","8","11","/teams/events/Eventteam/?TeamId=dIGmJoZvLHtinILYzLm7YGeRIlmrhEieXs07eRyQmK8%3d",0.0949165141175134
"113","Rochester","College","Women","Division I","Metro East","Western NY DI","9","4","/teams/events/Eventteam/?TeamId=D%2bwhutq9Ty0zZXGinjjOv95wohSCiQ8f4Cw%2fmlGfFaw%3d",0.0920226271723027
"114","LSU","College","Women","Division I","Southeast","Gulf Coast DI","10","7","/teams/events/Eventteam/?TeamId=vvoDLhQNZW88z2QwVnJSES1zhstejPuhlzZfRm10Fi0%3d",0.0840601208684551
"115","Bates","College","Women","Division III","New England","North New England DIII","7","3","/teams/events/Eventteam/?TeamId=hONT5IoYyMOej8m%2fgVn5s2Q7Pvd%2bknoOF5NeCCUZj8I%3d",0.0839985295040312
"116","Grinnell","College","Women","Division III","North Central","North Central DIII","7","7","/teams/events/Eventteam/?TeamId=WxraChEEU%2fWzWRJGpJYI0mFJdA6oMf3Jx7ui%2bFSECFo%3d",0.0834054018585254
